"title","company","location","link","description","category"
"GEN AI/ML Developer (ONLY FULL TIME)","Photon","Jersey City, New Jersey","https://www.dice.com/job-detail/de3c017e-cfcb-4b80-821a-30ee1ef946ed","Photon

Easy Apply
GEN AI/ML Developer (ONLY FULL TIME)

Jersey City, New Jersey

•

8d ago

GEN AI/ML Developer (FULL TIME)Jersey City, NJ - On-SiteFULL TIMEKey Responsibilities:Model Development: Design and develop algorithms for generative models using deep learning techniques.Collaboration: Work with cross-functional teams to integrate generative AI solutions into existing systems.Research: Stay updated on the latest advancements in generative AI technologies and methodologies.Optimization: Fine-tune models for performance and efficiency.Troubleshooting: Address and resolve issues r

Full-time

Depends on Experience","Other US AI"
"Sr. AI/ML Engineer - Onsite/Hybrid","IT People Corporation","Hybrid in Cary, North Carolina","https://www.dice.com/job-detail/1a924c0e-9179-4a62-b4d1-9e692fabc27f","IT People Corporation

Easy Apply
Sr. AI/ML Engineer - Onsite/Hybrid

Hybrid in Cary, North Carolina

•

2d ago

Sr. AI/ML Engineer This position is for an AI/ML Engineer in the Cloud & Software team, part of the Global COE. It is an exciting role to work closely with cutting-edge technologies and lay the path that would be the future of Software Development for years to come. Design and development of SaaS solutions along with Hybrid AI capabilities. Work with some of the best tech savvy individuals who are not afraid to explore frontiers of the latest technologies and are proficient in adopting them. De

Contract

Depends on Experience","Other US AI"
"Data Scientist","Pronix Inc","Charlotte, North Carolina","https://www.dice.com/job-detail/be466825-9aae-47f5-ab25-3a0a4dd104e3","Pronix Inc

Easy Apply
Data Scientist

Charlotte, North Carolina

•

Today

Job Tittle: Data Scientist W2 Only!! Location: Charlotte NC or Kennesaw GA (Hybrid 3 days in office, 2 days remote) Duration: Longterm Contract Note : Experience:10+ years Skills: Python, Artificial Intelligence/Machine Learning Responsibilities: Build and optimize data science solutions and help the business to address complex problems Fine tuning the pre trained models Design pipeline for training and evaluating NLP model Requirements: Strong knowledge in AI/ML, Natural Language Processin

Contract","Other US AI"
"Data Analyst II","Russell, Tobin & Associates","Cupertino, California","https://www.dice.com/job-detail/a11e03e9-8c5d-4e7c-bd30-60ba000161c2","Russell, Tobin & Associates

Easy Apply
Data Analyst II

Cupertino, California

•

Today

Our client, a (Tech industry), is looking to hire a (Data Analyst II) in (Cupertino, CA).Role: Data Analyst II Location: Cupertino, CA Duration: 12 months of this contract Pay Rate: $45/hr.- 50/hr. W2 Company: Fortune 25 company.Job description: Minimum Qualifications: * Have deep learning background and is able to inference using existing models. * Experience in data science and analytics, including statistical data analysis. * Strong programming skills, including python and Linux scripting fo

Full-time, Contract

$51.49 hr","Other US AI"
"Deep Learning Engineer, End-To-End Autonomous Driving","NVIDIA Corporation","Remote or Santa Clara, California","https://www.dice.com/job-detail/66fb7078-8ed8-45fc-86e4-cef878a22a3d","NVIDIA Corporation

Apply Now
Deep Learning Engineer, End-To-End Autonomous Driving

Remote or Santa Clara, California

•

Today

At NVIDIA, we are seeking exceptional engineers to join our autonomous driving team to design, implement, and deploy cutting-edge end-to-end autonomous driving systems, running on NVIDIA chips in mass-production vehicles. Our strategy has evolved from AI 1.0 - building a driver from scratch - to AI 2.0 - teaching an intelligent agent to drive. This next phase leverages LLMs, VLMs, and VLAs to bring unprecedented reasoning, planning capabilities, and interactivity with the driving system to auton

Full-time

USD 184,000.00 per year","Other US AI"
"Principal Deep Learning Engineer, End-To-End Autonomous Driving","NVIDIA Corporation","Remote or Santa Clara, California","https://www.dice.com/job-detail/a7921e86-75e0-47e1-aeae-a56af4e43f28","NVIDIA Corporation

Apply Now
Principal Deep Learning Engineer, End-To-End Autonomous Driving

Remote or Santa Clara, California

•

Today

At NVIDIA, we are seeking exceptional engineers to join our autonomous driving team to design, implement, and deploy cutting-edge end-to-end autonomous driving systems, running on NVIDIA chips in mass-production vehicles. Our strategy has evolved from AI 1.0 - building a driver from scratch - to AI 2.0 - teaching an intelligent agent to drive. This next phase leverages LLMs, VLMs, and VLAs to bring outstanding reasoning, planning capabilities, and interactivity with the driving system to autonom

Full-time

USD 272,000.00 per year","Other US AI"
"Senior Software Engineer, Deep Learning Inference - New HW Enablement","NVIDIA Corporation","Remote or Santa Clara, California","https://www.dice.com/job-detail/b457d89c-9ecf-4b2a-94c9-79bc0061e8f1","NVIDIA Corporation

Apply Now
Senior Software Engineer, Deep Learning Inference - New HW Enablement

Remote or Santa Clara, California

•

Today

Are you passionate about driving innovation in deep learning and eager to work on cutting-edge AI technology? Join NVIDIA's TensorRT team as a Senior Software Engineer, and be at the forefront of technology, enabling support in TensorRT for an evolving landscape of ground-breaking hardware capabilities. Your expertise will help shape the performance and functionality of our products, ensuring NVIDIA remains synonymous with innovation. If you're ready to tackle challenging projects, push the boun

Full-time

USD 184,000.00 per year","Other US AI"
"Senior Deep Learning Engineer, LLM Training","NVIDIA Corporation","Remote or Santa Clara, California","https://www.dice.com/job-detail/5daf82bf-186e-4cbe-b930-8a7e36d3706a","NVIDIA Corporation

Apply Now
Senior Deep Learning Engineer, LLM Training

Remote or Santa Clara, California

•

Today

NVIDIA is looking for engineers for our NeMo Framework team to design, develop and optimize diverse real world workloads. NeMo Framework is an open-source, scalable and cloud-native framework built for researchers and developers working on Large Language Models (LLM) and Multimodal (MM) foundation model pretraining and post-training. Our GenAI Frameworks provide end-to-end model training, including pretraining, reasoning, alignment, customization, evaluation, deployment and tooling to optimize p

Full-time

USD 184,000.00 per year","Other US AI"
"Senior Deep Learning Algorithm Engineer","NVIDIA Corporation","Santa Clara, California","https://www.dice.com/job-detail/d3e08226-5a9a-4f9c-8567-68f17b3a85ea","NVIDIA Corporation

Apply Now
Senior Deep Learning Algorithm Engineer

Santa Clara, California

•

Today

We are now looking for a Senior DL Algorithms Engineer! We are seeking a highly skilled Deep Learning Algorithms Engineer with hands-on experience optimizing and deploying Large Language Models (LLMs) and Vision-Language Models (VLMs) in production environments. In this role, you will focus on optimizing and deploying deep learning models for efficient and fast inference across diverse GPU platforms. You will collaborate with research scientists, software engineers, and hardware specialists to b

Full-time

USD 184,000.00 per year","Other US AI"
"Senior Deep Learning Software Engineer, Inference","NVIDIA Corporation","Santa Clara, California","https://www.dice.com/job-detail/ebac7718-e9a5-46e1-bda0-61e4a2c78d01","NVIDIA Corporation

Apply Now
Senior Deep Learning Software Engineer, Inference

Santa Clara, California

•

Today

NVIDIA seeks a Senior Software Engineer specializing in Deep Learning Inference for our growing team. As a key contributor, you will help design, build, and optimize the GPU-accelerated software that powers today's most sophisticated AI applications. Our team is responsible for developing and maintaining high-performance open-source frameworks, which are at the forefront of efficient large-scale model serving and inference. You will play a central role in improving these platforms, facilitating

Full-time

USD 148,000.00 per year","Other US AI"
"Senior Deep Learning Frameworks Sustaining Engineer","NVIDIA Corporation","Santa Clara, California","https://www.dice.com/job-detail/40643824-7e0e-4804-874c-d6b4ed757ac2","NVIDIA Corporation

Apply Now
Senior Deep Learning Frameworks Sustaining Engineer

Santa Clara, California

•

Today

NVIDIA is hiring software engineers for its Deep Learning Frameworks Sustaining Engineering team. Our team produces software that's powering a revolution in deep learning, enabling breakthroughs in problems from image classification to speech recognition to natural language processing! Help us build software which will be used by the entire world by working directly with deep learning framework developers by integrating with open source code bases. What you'll be doing: In this role, responsib

Full-time

USD 148,000.00 per year","Other US AI"
"Senior Software Architect - Deep Learning and HPC Communications","NVIDIA Corporation","Remote or Santa Clara, California","https://www.dice.com/job-detail/1b7e6634-8446-4cee-9bc8-9abaa891a3bb","NVIDIA Corporation

Apply Now
Senior Software Architect - Deep Learning and HPC Communications

Remote or Santa Clara, California

•

Today

NVIDIA is leading groundbreaking developments in Artificial Intelligence, High Performance Computing and Visualization. The GPU -- our invention -- serves as the visual cortex of modern computers and is at the heart of our products and services. Our work opens up new universes to explore, enables groundbreaking creativity and discovery, and powers inventions that were once considered science fiction, including artificial intelligence to autonomous cars. We are the GPU Communications Libraries an

Full-time

USD 184,000.00 per year","Other US AI"
"Senior Deep Learning Software Engineer, FlashInfer","NVIDIA Corporation","Santa Clara, California","https://www.dice.com/job-detail/378d596c-fe60-404c-9876-c269ff35ad2c","NVIDIA Corporation

Apply Now
Senior Deep Learning Software Engineer, FlashInfer

Santa Clara, California

•

Today

We are now looking for a Senior Deep Learning Software Engineer, FlashInfer. NVIDIA has been transforming computer graphics, PC gaming, and accelerated computing for more than 25 years. It's a unique legacy of innovation that's fueled by great technology-and amazing people. Today, we're tapping into the unlimited potential of AI to define the next era of computing. An era in which our GPU acts as the brains of computers, robots, and self-driving cars that can understand the world. Doing what's n

Full-time

USD 184,000.00 per year","Other US AI"
"Senior Software Engineer, Deep Learning Libraries","NVIDIA Corporation","Santa Clara, California","https://www.dice.com/job-detail/3d676095-cc1f-4b6f-9a1f-73f32b5fcd9d","NVIDIA Corporation

Apply Now
Senior Software Engineer, Deep Learning Libraries

Santa Clara, California

•

Today

NVIDIA's Deep Learning Safety team is looking for a Senior Software Engineer to build intelligent, autonomous software for the next generation of accelerated computing. At NVIDIA, we are leading the future of AI and accelerated systems. Our Deep Learning Safety team is looking for a Senior Software Engineer to design and implement AI-driven agents that autonomously interact with APIs, tools, and environments to accomplish complex goals. This role bridges the worlds of large language models (LLM

Full-time

USD 148,000.00 per year","Other US AI"
"Principal Machine Learning Engineer (NLP - AI Runtime Security)","PaloAlto Networks","Santa Clara, California","https://www.dice.com/job-detail/602810c9-11ef-418c-a9fe-4f76b04a9d73","PaloAlto Networks

Apply Now
Principal Machine Learning Engineer (NLP - AI Runtime Security)

Santa Clara, California

•

Today

Company Description Our Mission At Palo Alto Networks everything starts and ends with our mission: Being the cybersecurity partner of choice, protecting our digital way of life. Our vision is a world where each day is safer and more secure than the one before. We are a company built on the foundation of challenging and disrupting the way things are done, and we're looking for innovators who are as committed to shaping the future of cybersecurity as we are. Who We Are We take our mission of

Full-time

USD 151,000.00 - 246,500.00 per year","Other US AI"
"Data Scientist: NLP & Text Analysis - 137930","PTR Global","Sunnyvale, California","https://www.dice.com/job-detail/1b9c80c0-2f37-4719-952f-11d27db67a1a","PTR Global

Easy Apply
Data Scientist: NLP & Text Analysis - 137930

Sunnyvale, California

•

Today

Position: Data Scientist: NLP & Text Analysis - 137930 Location: Sunnyvale, California Duration: Contract Job ID: 170622 Job Overview: We are seeking a skilled Data Scientist with expertise in Natural Language Processing (NLP) and text analysis to uncover insights from text data and communicate findings effectively. This role focuses on generating actionable insights, not just building and deploying models. The ideal candidate will have a strong background in text analysis, data visualizatio

Full-time

USD 65.00 - 80.00 per hour","Other US AI"
"Kotlin/NLP Engineer","Omega Hires","Phoenix, Arizona","https://www.dice.com/job-detail/3a7b2ce9-1056-4fd2-b8cb-37a6662f5634","Omega Hires

Easy Apply
Kotlin/NLP Engineer

Phoenix, Arizona

•

Yesterday

Job Role: Kotlin/NLP Engineer -Digital Banking and Payments Location: Phoenix, AZ (Onsite/Hybrid) Job Description: Responsibilities: Design and build backend platform services in Kotlin for ingestion, orchestration, RBAC, monitoring, and developer tooling. Implement and optimize workflow orchestration frameworks (e.g., Temporal, Cadence, Camunda, Argo). Provide scalable APIs and abstractions that empower other teams to build workflows on the platform. Integrate GenAI/NLP pipelines for inte

Contract, Third Party

Depends on Experience","Other US AI"
"Backend Software Engineer (Kotlin)","Sensiple Inc.","Hybrid in Phoenix, Arizona","https://www.dice.com/job-detail/0ee5dbd6-f177-4d3c-991a-ca3b6fc526f1","Sensiple Inc.

Easy Apply
Backend Software Engineer (Kotlin)

Hybrid in Phoenix, Arizona

•

Today

Sensiple Inc is a New Jersey corporation with over two decades of expertise in technology-driven solutions specialising in Customer Experience, Contact Center Solutions, Digital Transformation, Cloud Computing & Independent Testing. With an expert team that has enriched experience in executing & developing sustainable IT strategies in Healthcare, Technology, Retail, Logistics, Education, Telecommunications, Government and Media, we help our diverse customers to envision the future. By developing

Contract, Third Party

Depends on Experience","Other US AI"
"Quantitative Engineer/Data Scientist with LLM/Python/SQL","UNICOM TECHNOLOGIES INC","Reston, Virginia","https://www.dice.com/job-detail/fdabf53a-541d-46c6-8e4c-c4623916fe17","UNICOM TECHNOLOGIES INC

Easy Apply
Quantitative Engineer/Data Scientist with LLM/Python/SQL

Reston, Virginia

•

Today

Quantitative Engineer/Data Scientist with LLM/Python/SQL - Reston, VA - onsite interview - 15+ years of experience must General Description of Initiative or Project: Develop and productionize automated solutions for reporting and quality assurance assessments supporting model risk management Responsibilities: Automate reporting across unstructured datasets using Python, SQL, Postgres, NLP and LLM tools. Develop, rewrite, and optimize code for reporting across different database structures and a

Full-time, Part-time, Third Party, Contract

USD 105-105","Other US AI"
"AI/ML Architect","Abhyanth Solutions","Santa Clara, California","https://www.dice.com/job-detail/dd608f88-b96a-44dc-84fe-55d82ddd8e74","Abhyanth Solutions

Easy Apply
AI/ML Architect

Santa Clara, California

•

2d ago

Job Title: AI ArchitectLocation: Santa Clara, CA (Onsite)Duration: FTE/C2C - FTE Preferred Educational Qualification*Bachelor s or Master s degree in Computer Science, AI/ML, Data Science, or related fieldAdvanced coursework or certifications in machine learning, deep learning, or NLPStrong mathematical and statistical foundationExperience Range6 10 years of experience in AI/ML/Deep Learning model development2-3 years Hands-on experience with LLMs, NLP, or speech/voice AI systems3-5 years of exp

Full-time

$160,000 - $180,000","C2C"
"Conversational Designer","Avtech Solutions","New York, New York","https://www.dice.com/job-detail/6bc0d0e3-9fa8-4cb1-8518-3bce9c9df7de","Avtech Solutions

Easy Apply
Conversational Designer

New York, New York

•

Today

Contract description Drive execution across technology teams, AI Center of Excellence, content teams, and other stakeholders to ensure alignment, manage dependencies, and unify efforts for the enablement of virtual assistants across all pages, foundational AI work, and integration with relevant use cases. Design and implement feedback loops and usage tracking metrics to facilitate continuous improvement of conversational experiences, focusing on reducing fallout and enhancing context passing to

Contract","Other US AI"
"Google AgentSpace SME","RAVIN IT SOLUTIONS, Inc","Charlotte, North Carolina","https://www.dice.com/job-detail/e5468970-1fce-4814-a39c-a90178d72b0c","RAVIN IT SOLUTIONS, Inc

Apply Now
Google AgentSpace SME

Charlotte, North Carolina

•

Yesterday

Job Title: Google AgentSpace SME Location: Charlotte, NC (F2F interview / Loacls / Onsite role) Client: Financial Domain Experience: 10+ Years Type: Contract Interview Process: Mandatory in-person interview at Charlotte, NC. Job Summary We are seeking a highly experienced Google AgentSpace SME with 10+ years of IT experience, including expertise in Google Contact Center AI (CCAI), AgentSpace, Conversational AI, NLP, and Virtual Agent platforms. The SME will play a key role in designing, im

Part-time, Full-time, Third Party, Contract","Other US AI"
"AI Lead","ILink Systems Inc.","Houston, Texas","https://www.dice.com/job-detail/a6b8e297-3571-4d49-8c96-edb80b6ef196","ILink Systems Inc.

Easy Apply
AI Lead

Houston, Texas

•

14d ago

Job Description Proven experience as an AI Lead, or similar role, with a portfolio of delivered AI/Gen AI solutions.Proficiency in AI platforms and tools such as Azure OpenAI, Hugging Face, and LangChain ecosystem (LangGraph, LangSmith, LangFuse).Strong programming skills in Python, C#, and Node.js, with experience in API development and system integration.Expertise in NLP, machine learning, deep learning, or computer vision.Experience with Azure and AWS cloud platforms and their AI/ML services.

Third Party, Contract

Depends on Experience","Other US AI"
"AI Engineer","Maveric NXT Inc","Hybrid in Irving, Texas","https://www.dice.com/job-detail/f583790b-fcac-49c5-9253-d8491775e2e0","Maveric NXT Inc

Easy Apply
AI Engineer

Hybrid in Irving, Texas

•

2d ago

Python Programming Strong coding skills for AI/ML model development and backend logic.FastAPI Development Building scalable, high-performance APIs for conversational systems.Natural Language Processing (NLP) Experience with libraries like spaCy, NLTK, or Hugging Face Transformers.Dialog Management Designing intent classification, entity extraction, and conversation flow.Speech Technologies Exposure to ASR (speech-to-text) and TTS (text-to-speech)Machine Learning & Deep Learning Model train

Full-time

Depends on Experience","Other US AI"
"AI Architect LLM","Reliable Software Resources","Santa Clara, California","https://www.dice.com/job-detail/93b71d23-4c2b-46c0-81c8-ee46a2b83b2f","Reliable Software Resources

Easy Apply
AI Architect LLM

Santa Clara, California

•

3d ago

AI Architect LLM Location :: Santa Clara, CA 95054 (100% Onsite) Duration :: Long Term Job Description :: Skills / Experience 6 10 years of experience in AI/ML/Deep Learning model development 2-3 years Hands-on experience with LLMs, NLP, or speech/voice AI systems 3-5 years of experience deploying AI solutions in production environments 5+ years of experience in Python, PyTorch, TensorFlow, or similar frameworks 3-5 years of experience designing, training, and fine-tuning large language models o

Contract

Depends on Experience","Other US AI"
"Full Stack Gen AI Developer","VLink Inc","Hybrid in Reston, Virginia","https://www.dice.com/job-detail/d25cad6c-c36c-4363-b20d-3503678c997d","VLink Inc

Easy Apply
Full Stack Gen AI Developer

Hybrid in Reston, Virginia

•

3d ago

Project Details Role : Full Stack Gen AI Developer Location : Reston, VA/Plano TX (Hybrid 3 days onsite a day) Duration : 12+ Months Description Job Description: Lead on design, develop, and deploy end-to-end Full Stack product development for an AI Platform, including data pipelines, model training, APIs, and user-facing screens.Build and maintain scalable, efficient, and secure backend systems using Python.Inference/Train and fine-tune machine learning and GenAI models.Integrate AI models int

Contract

Depends on Experience","Other US AI"
"Prompt Engineer","Lorven Technologies, Inc.","New York, New York","https://www.dice.com/job-detail/edf474d1-1984-42fe-91ca-cd51dc20ec19","Lorven Technologies, Inc.

Easy Apply
Prompt Engineer

New York, New York

•

Today

Prompt Engineer Location: NJ/NY Day 1 Onsite Need resumes only from EST Time zone Job Type: (C2C/W2) Duration: 12 Months Job Description: An AI Prompt Engineer's Job Description involves designing, developing, and optimizing prompts for AI systems to ensure they produce accurate, relevant, and desired outputs. Key responsibilities include collaborating with interdisciplinary teams, conducting research on AI advancements, and analyzing AI model performance to re

Third Party, Contract

$DOE","C2C"
"AI Architect // Fulltime Employment","Kaya Global, Inc.","Alabama","https://www.dice.com/job-detail/c6dc14e2-ee7e-4ea9-bd15-7ed83d305a47","Kaya Global, Inc.

Easy Apply
AI Architect // Fulltime Employment

Alabama

•

23d ago

Hi , Hope you are doing. we are looking for Senior AI Architect with one of our clients. Kindly go through the Job description and let us know your interest. Senior Software Architect Fulltime Employment Skills Enterprise Solution Design, Development and Delivery: Experience in designing, developing and delivering of enterprise scale solutions by working with different internal and external stakeholders. GenAI/ML Frameworks & Tooling: Hands on experience in using Large Language Models (LLMs), RA

Full-time

$180 - $200","Other US AI"
"Conversational AI Developer","Next Level Business Services, Inc.","Irving, Texas","https://www.dice.com/job-detail/16233a02-828e-43e3-846d-f0ea3c98d706","Next Level Business Services, Inc.

Easy Apply
Conversational AI Developer

Irving, Texas

•

3d ago

Day to Day job Duties: Develop and implement conversational AI solutions: Design, build, and deploy chatbots and virtual assistants for banking use cases.Leverage LLMs and RAG: Utilize and fine-tune large language models (LLMs) and implement Retrieval-Augmented Generation (RAG) to enhance the accuracy and relevance of AI responses by incorporating domain-specific knowledge and real-time data.Design and execute Prompt Engineering strategies: Craft and optimize prompts for LLMs to elicit desired r

Contract

Depends on Experience","Other US AI"
"Jr. Machine Learning Engineer","Triunity Software","Charlotte, North Carolina","https://www.dice.com/job-detail/c7a0450f-f6bc-40fc-975f-62ffc19e122d","Triunity Software

Easy Apply
Jr. Machine Learning Engineer

Charlotte, North Carolina

•

9d ago

Job Title: Machine Learning Engineer Location: Charlotte NC Position Type: W2 (H1 Sponsorship provided) About the Role We are seeking a passionate Machine Learning Engineer to join our team and contribute to building innovative, real-time AI solutions. If you thrive in a fast-paced, collaborative environment and love solving challenging problems, we want to hear from you! Responsibilities Design, develop, and deploy machine learning models for real-time applications.Implement computer vision and

Full-time

$80,000 - $140,000","Other US AI"
"Urgent Hiring - Data Scientist With NLP - Onsite - Plano, TX - Contract","Promantus, Inc","Plano, Texas","https://www.dice.com/job-detail/c0f69648-5497-45fd-8766-a994abca0f9f","Promantus, Inc

Easy Apply
Urgent Hiring - Data Scientist With NLP - Onsite - Plano, TX - Contract

Plano, Texas

•

21d ago

Hi Employers/ Bench Sales Hope you are doing well..! Below are the requirements that are currently Open. Please share some good profiles with me Position: Data Scientist (NLP Focus) Location: Plano, TX Duration: 12+Month Core Technical Skills Programming Languages: Advanced proficiency in Python (preferred) and/or R; experience with Jupyter notebooks.NLP Libraries & Frameworks: Strong hands-on experience with NLTK, spaCy, Gensim, Hugging Face Transformers, and Scikit-learn.Text Preprocessing: Ex

Contract, Third Party

$60 - $65","Other US AI"
"Sr. Prompt Engineer","Reliable Software Resources","Jersey City, New Jersey","https://www.dice.com/job-detail/99cc812d-3523-49da-8a77-3184992afecd","Reliable Software Resources

Easy Apply
Sr. Prompt Engineer

Jersey City, New Jersey

•

Today

Hi, this is Srikanth from Reliable Software. We have an opportunity with one of our direct clients, and I'd like to share the details with you. Please review the information below and let me know if you're interested. Kindly share your updated resume if you'd like to be considered. Role : Sr. Prompt Engineer Location: New Jersey OR New York Day 1 Onsite Need resumes only from EST Time zone Duration : 12 Months Experience : 12+ Years JD for Prompt Engineer: An AI Prompt Engineer's Job Descripti

Contract

Depends on Experience","Other US AI"
"Principal Data Scientist - Local to Tampa Bay area only","Noblesoft Solutions Inc.","Hybrid in St. Petersburg, Florida","https://www.dice.com/job-detail/1c257752-5286-49f5-ba81-57ac206033e2","Noblesoft Solutions Inc.

Easy Apply
Principal Data Scientist - Local to Tampa Bay area only

Hybrid in St. Petersburg, Florida

•

4d ago

Local to Tampa Bay area On W2 only No C2C JOB DESCRIPTION: Duties: The Lead Data Scientist supports development of advanced decision support systems by employing advanced techniques from data analytics (including statistical analysis) and machine learning, particularly including NLP. The successful candidate will join an innovative and energetic team that develops capabilities that improve the performance of our business units and make them more efficient. This is a hands-on role in which the

Contract

Depends on Experience","C2C"
"Jr. Machine Learning Engineer","Triunity Software","Atlanta, Georgia","https://www.dice.com/job-detail/5822db61-26f3-47fd-8188-24ebb7944978","Triunity Software

Easy Apply
Jr. Machine Learning Engineer

Atlanta, Georgia

•

9d ago

Job Title: Machine Learning Engineer Location: Atlanta, GA Position Type: W2 (H1 Sponsorship provided) About the Role We are seeking a passionate Machine Learning Engineer to join our team and contribute to building innovative, real-time AI solutions. If you thrive in a fast-paced, collaborative environment and love solving challenging problems, we want to hear from you! Responsibilities Design, develop, and deploy machine learning models for real-time applications.Implement computer vision and

Full-time

$80,000 - $140,000","Other US AI"
"Frontend Senior Software Engineer - Generative AI Applications","Adobe Systems","Lehi, Utah","https://www.dice.com/job-detail/83cded90-0cd8-4dd2-b96d-5e65cc76b650","Adobe Systems

Apply Now
Frontend Senior Software Engineer - Generative AI Applications

Lehi, Utah

•

Today

Our Company Changing the world through digital experiences is what Adobe's all about. We give everyone-from emerging artists to global brands-everything they need to design and deliver exceptional digital experiences! We're passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen. We're on a mission to hire the very best and are committed to creating exceptional employee experiences wher

Full-time

USD 133,900.00 - 242,000.00 per year","Other US AI"
"Generative AI Engineer","Miracle Software Systems, Inc.","Hybrid in Dearborn, Michigan","https://www.dice.com/job-detail/338c8e25-2b28-4401-8f5f-1c054b8ff8ca","Miracle Software Systems, Inc.

Easy Apply
Generative AI Engineer

Hybrid in Dearborn, Michigan

•

Today

W2 Only Machine Learning Engineering Engineer 3 - Generative AI Engineer Location: Dearborn, MI Duration: Long Term | Fulltime Core: Python, SQL, Google Cloud PlatformFrameworks & SDKs: FastAPI OpenAI SDKDatabases: Vector DatabasesDevelopment & Deployment Tools: Git DockerInfrastructure & Practices: CI/CD MLOpsPosition Description:Employees in this role are responsible for designing, developing, and deploying cutting-edge Generative AI solutions, with a particular emphasis on Retrieval-Augmente

Full-time

Depends on Experience","Other US AI"
"Principal Research Engineer - Generative AI - AI Frontiers","Microsoft Corporation","Redmond, Washington","https://www.dice.com/job-detail/caafbe36-abcc-49a2-8bcf-675f560b796d","Microsoft Corporation

Apply Now
Principal Research Engineer - Generative AI - AI Frontiers

Redmond, Washington

•

Today

The AI Frontiers lab at Microsoft Research is charted with ambitious research goals for advancing A rtificial Intelligence (AI ) capabilities in several key areas including modeling, algorithms, reasoning and agentic A I . Our lab offers a vibrant environment for cutting-edge multidisciplinary research, including an open publication policy and close links to top academic institutions around the world. This Principal Research Engineer position is a unique opportunity to contribute to wards

Full-time

USD 139,900.00 - 274,800.00 per year","Other US AI"
"Generative AI / AWS Cloud / Technical Architect","Simple Solutions","Remote","https://www.dice.com/job-detail/5a3216d4-653a-47a3-8479-cbe4da6bb2c0","Simple Solutions

Easy Apply
Generative AI / AWS Cloud / Technical Architect

Remote

•

Today

Position; Senior Technical Cloud Architect with Generative AI (AWS Bedrock & LLM) Remote Duration: 12 Months 15+ Years Job Description: Senior Technical Cloud Architect with Generative AI (AWS Bedrock & LLM) Location: Remote Employment Type: Full-time / Contract About the Role We are seeking a highly motivated Generative AI Consultant with deep expertise in AWS services (especially Bedrock) and hands-on experience implementing Gen AI solutions. The ideal candidate is not only technically strong

Contract

$80 - $90","Other US AI"
"Research Engineer - Generative AI - AI Frontiers","Microsoft Corporation","Redmond, Washington","https://www.dice.com/job-detail/267e4fb9-6021-4664-9ce4-0c43283d18ec","Microsoft Corporation

Apply Now
Research Engineer - Generative AI - AI Frontiers

Redmond, Washington

•

Today

The AI Frontiers lab at Microsoft Research is charted with ambitious research goals for advancing A rtificial Intelligence (AI ) capabilities in several key areas including modeling, algorithms, reasoning and agentic A I . Our lab offers a vibrant environment for cutting-edge multidisciplinary research, including an open publication policy and close links to top academic institutions around the world. This Research Engineer position is a unique opportunity to contribute to wards tackling

Full-time

USD 100,600.00 - 199,000.00 per year","Other US AI"
"Senior Generative AI Engineer","StoneGate-Technologies LLC","Hybrid in Los Angeles, California","https://www.dice.com/job-detail/a320c3e5-3bc4-4d3f-82a5-323b3ac2fea9","StoneGate-Technologies LLC

Easy Apply
Senior Generative AI Engineer

Hybrid in Los Angeles, California

•

Yesterday

Title: Senior Generative AI Engineer Location: Los Angeles or Costa Mesa, CA(3 days) Project Leadership Lead the development of generative AI chatbot solutions from the ground up, including strategic planning, design, and technical execution Act as a thought leader, aligning chatbot capabilities with business goals and recommending best practices Develop a roadmap for GenAI chatbot development and enhancement, working closely with stakeholders Shape the long-term vision of automated, AI-assisted

Contract

Up to $60","Other US AI"
"Senior Machine Learning Engineer - Action Models and Generative AI - Microsoft Research AI Frontiers","Microsoft Corporation","New York, New York","https://www.dice.com/job-detail/16206a28-eb84-4d46-bc4e-3295f6f5bd5d","Microsoft Corporation

Apply Now
Senior Machine Learning Engineer - Action Models and Generative AI - Microsoft Research AI Frontiers

New York, New York

•

Today

Microsoft Research AI Frontiers lab is seeking applications for the position of Senior Machine Learning Engineer - Action Models and Generative AI to join their team in New York, NY . The mission of the AI Frontiers lab i s to e xpand the pareto frontier of Artificial Intelligence ( AI ) capabilities , efficiency, and safety through innovations in foundation models , generative AI, and learning agent platforms. Some of our project s include work on language models (e.g. , Phi, Orca ) , a

Full-time

USD 119,800.00 - 234,700.00 per year","Other US AI"
